,prod,title,date,ver.purchase,format,stars,comments,attitude
153,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Under Armour Men's Resistor III Lo Cut Socks (6-Pack) XLG
  
",26-Jun-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          I have never been able to find socks that fit until lately. These are the correct size and are comfortable. They don't ""shrink to fit"" as I had to suffer through in the past. I was so impressed with the comfort and durability of the last 6-pack, I bought more.  ",
154,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Best socks!!
  
",1-Feb-22,1,Number of Items: 6Ash Plum AssortedSize: Medium,5,          Very comfortable!! I will absolutely buy again!!  ,
155,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    I want some more
  
",9-Sep-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          Socks are a little thick for hot summer days but don't make my feet sweat somehow. Great material and very comfortable, the feel is great and I think they will last for a long time.  ",
156,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Women’s Under Armor Socks are the best!
  
",20-May-21,1,Number of Items: 6White/Cerise AssortedSize: Medium,4,"          I love under armor socks! They keep your feet warm, yet they are light wearing. They always fit perfect!  ",
157,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    LOVE!
  
",14-Sep-21,1,Number of Items: 6Radar Blue AssortedSize: Medium,5,"          So cute and really Madewell! I love the blue turquoise color, these are great!  ",
158,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great socks
  
",29-Sep-21,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          AAA+++ rated best socks for the money, I givemy highest recommendations.  ",
159,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    I like them
  
",5-Jun-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Size 13 shoe is tough to order socks for but I was pleased with my purchase I’ve also worn washed and dried and worn again they did not shrink tough to find good socks for a big feet  ,
160,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    FALLING APART
  
",11-Feb-21,1,Number of Items: 6White/Graphite (6-pairs)Size: X-Large,1,          They are falling apart after only wearing them a few times . Next time I will look for something made in The United States of America  ,
161,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Falling apart after a single wearing.
  
",1-Sep-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,1,          I don’t believe the socks were legitimate under armor socks. They started falling apart after the second washing and the threads all started coming loose.  I have been wearing this model sock for a couple of years now and these do not meet up to the quality of pairs I’ve had in the past.  I question whether these were actually manufactured by under armor. They certainly did not meet up to the standards I’m accustomed to from  this manufacturer.  ,
162,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Factory workers dream socks
  
",20-Feb-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          My husband is a sock snob and these are the only ones he wears now. He works in a factory and they’ve saved his shoes from smelling quite as bad and his feet from feeling so sweaty.  ,
163,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Favorite socks.
  
",19-Dec-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,          I use these for my work shoes and my athletic shoes. Can’t beat them and they last a good long while. Good at wicking away moisture too.  ,
164,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good Socks
  
",6-Aug-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          They're exactly what they say they are ... good socks at an affordable price. Ordered the for my son and myself. My son put some holes in his after maybe 8 months, but he's also always sliding around and horsing around. Mine are still tip top.  ",
165,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Finally, ankle cut socks big enough
  
",9-Mar-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          These socks are big enough to go over my heel and are comfortable. Finally!  A lot of socks say they will fit12-14, but not really. These are comfortable, fit right, and I'm glad I found them.  ",
166,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Bad stitching, falling apart after a few days
  
",30-Jul-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,"          The stitching on a few socks was already coming apart.  Either Under Armour is lacking quality control or these are cheap knock offs.Feel and fit are fine, but half of the socks are literally falling apart.  Can't give a good rating for that.  ",
167,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Very good socks
  
",24-Feb-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          Great socks, comfort and quality are excellent. I wear them for running, working out or anytime I’m wearing sneakers.  ",
168,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    My favorite socks!
  
",5-Apr-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,5,"          I wear these everyday and there are no other socks like them. The quality, softness, thickness and breathability are unmatched. It’s a real shame that they don’t sell these in their retail stores anymore!  ",
169,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Don’t Fit!!
  
",6-Feb-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,3,          Size 12 foot - these are suppose to be plenty large enough but they are not! Just disappointing with misleading sizing.  ,
170,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    They don't stay up
  
",7-Jan-19,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,"          I purchased the women's under armour socks in the past and loved them! I was happy to purchase them again but was very disappointed. I don't know why they are different but they slide down no matter what shoes I wear them with. I will not purchase these again and will have to give the ones I bought away! Ugh! I thought I found the perfect socks, apparently not!  ",
171,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Lowest quality socks I have ever bought
  
",30-May-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,1,          I got two packs of these socks 3 weeks ago and more than half of them already have holes on the heel. Absolute garbage do not biy  ,
172,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Great quality
  
",5-Apr-21,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,          Great quality and fit.  Maintains shape and durable. Comfortable when running or just running errands.  ,
173,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good socks
  
",31-Jan-22,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,          Good socks they stay up when in and out of shoes  ,
174,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Sovks
  
",1-Jan-22,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,4,          Small hole in one sock out of the box.  ,
175,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Good Product - Fits my lifestyle in Florida
  
",17-Sep-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,4,          I purchased similar Armour products in the past and found them to be durable.  These socks are comfortable in work in Northeast Florida climate.  ,
176,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Thin athletic sock
  
",23-Feb-22,1,Number of Items: 6Halo Gray AssortedSize: Medium,2,          Socks seem to be getting thinner and thinner.  ,
177,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Comfy and sturdy!
  
",10-Nov-20,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,5,"          Really like these.  Very comfortable and sturdy.  These are thick - so FYI in case you only like thin socks, these are not for you.  ",
178,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Meh
  
",10-Jun-20,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,2,          Not great at all. Fabric pills up quickly and my feet were very hot.  ,
179,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Not a good fit
  
",3-Jan-21,1,Number of Items: 6White/Graphite (6-pairs)Size: Large,2,          They didn't fit well at all. Seemed like excess hanging from seam around toes. Also Rey thin in my opinion. Not for me  ,
180,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Delicate
  
",7-Sep-19,1,Number of Items: 6Black/Graphite (6-pairs)Size: Large,4,"          These are great as long as you wear shoes and don’t walk around in just the socks. They will shred the bottoms in a week, even if you just wear the socks and no shoes indoors, they’ll still get tore up without shoes on.  ",
181,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Just what I was looking for
  
",22-Jul-20,1,Number of Items: 6Petrol Blue AssortedSize: Medium,5,"          These socks are super soft and they don’t ride down. Hold well to the ankle. Took them out on a run and used them on an elliptical. Washed as well, no issues thus far. Feet are 6.5 (For reference).  ",
182,"Under Armour Adult Resistor 3.0 Low Cut Socks, Multipairs","







  
  
    Nice feel. Thick
  
",5-Nov-21,1,Number of Items: 6Black/Graphite (6-pairs)Size: X-Large,5,"          Hair sticks to them bad, mainly cat hair lol  ",
